number,respondent_role,we_organise_and_host_carpentries_workshops,we_contribute_as_instructors_helpers_to_workshops,we_manage_an_institutional_carpentries_membership,we_coordinate_a_local_carpentries_community,we_are_not_involved_yet_but_would_like_to_learn_more,we_are_not_involved_as_a_library_but_i_am_personally,other_10,teaching_and_learning,collections_management_and_acquisitions,scholarly_communication_publishing_services_open_access,digital_library_management,information_and_data_analytics,research_data_management,research_and_development_digital_projects,metadata_and_data_conversion_cataloging,reference_and_user_services,library_it_digital_library_services,other_21,library_carpentry,data_carpentry,software_carpentry,no_but_i_plan_to_do_so,no,other_27,last_workshop_attended,git,introduction_to_data_for_archivists,open_refine,python,r,regular_expressions,spreadsheets_tidy_data,sql,unix_shell,web_scraping,i_do_not_remember,other_40,in_a_new_work_area_or_project,my_own_work_area_s,i_have_suggested_tools_to_others_and_explained_how_they_work,other_44,application_frequency,reorganising_and_cleaning_spreadsheets,using_version_control,transforming_workflows_into_scripts,scraping_or_mining_web_content,improving_data_management_and_project_organisation,using_programming_languages_r_python,reusing_code,creating_processable_reports_e_g_r_markdown_jupyter_notebook,what_other_behaviours_routines_have_you_adopted_as_a_result_of_completing_a_carpentries_workshop,stronger_confidence_in_learning_new_technical_skills,encouraging_skills_development_of_staff,decision_making_on_technical_solutions_in_libraries,recruitment_of_technical_and_or_analytical_staff,improved_relationships_with_academic_or_technical_partners,rethinking_current_approaches_for_data_processing_and_management_in_my_unit_department,other_61,used_carpentry_self_guided_material,used_non_carpentry_self_guided_material,contributed_as_an_instructor_helper_to_a_carpentry_workshop,participated_in_a_short_course_or_workshop_up_to_4_days,participated_in_a_semester_long_course,other_67,i_have_joined_the_carpentries_community_as_an_instructor,i_recommended_the_workshops_to_other_colleagues_and_friends,i_have_promoted_membership_to_the_head_of_my_institution,i_have_organised_workshops_or_sessions,i_contributed_to_carpentries_workshops_as_a_helper,other_73,what_other_topics_should_the_library_carpentry_curriculum_include,do_you_have_any_other_suggestions_on_how_library_carpentry_could_support_you_in_your_work,we_would_like_to_quote_you_please_share_a_short_statement_on_how_you_personally_benefitted_from_your_workshop_participation_or_further_engagement_with_the_carpentries,how_would_you_classify_your_institution_organisation,other_78,size_of_your_overall_institution_in_terms_of_staff_academic_and_administrative,other_80,size_of_your_overall_institution_in_terms_of_fte_enrolled_students,size_of_the_library_in_terms_of_fte_staff,is_there_anything_else_you_would_like_to_share,start_date_utc,submit_date_utc,network_id
zbu3lkyhh7dfbs30kzbu312dufwqzcb2,As an individual,We organise and host Carpentries workshops.,We contribute as instructors/helpers to workshops.,NA,NA,NA,NA,NA,Teaching and Learning,NA,NA,NA,NA,NA,"Research and development, digital projects",NA,NA,NA,NA,Library Carpentry,Data Carpentry,Software Carpentry,NA,NA,NA,0-6 months ago,Git,NA,NA,Python,NA,NA,NA,NA,Unix Shell,NA,NA,NA,In a new work area or project,My own work area(s),I have suggested tools to others and explained how they work,NA,Daily,1,6,5,2,4,6,3,4,NA,Stronger confidence in learning new technical skills,Encouraging skills development of staff,NA,NA,NA,NA,NA,Used Carpentry self-guided material,NA,Contributed as an instructor/helper to a Carpentry workshop,NA,Participated in a semester-long course,NA,I have joined The Carpentries community as an instructor,I recommended the workshops to other colleagues and friends,NA,I have organised workshops or sessions,I contributed to Carpentries workshops as a helper,NA,Machine learning,NA,NA,Special library,NA,at least 500 but fewer than 2000,NA,Not applicable,at least 500,NA,2021-06-15T12:58:45Z,2021-06-15,b340b09e9f
9vx00htmj7zz9c2ick9vx0fk9kp3gllh,As an individual,We organise and host Carpentries workshops.,We contribute as instructors/helpers to workshops.,We manage an institutional Carpentries membership.,We coordinate a local Carpentries community.,NA,NA,NA,Teaching and Learning,NA,"Scholarly communication, publishing services, open access",NA,NA,Research data management,NA,NA,NA,NA,NA,Library Carpentry,NA,NA,"No, but I plan to do so",NA,NA,7-12 months ago,NA,NA,NA,Python,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I have suggested tools to others and explained how they work,NA,Less than once a year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decision-making on technical solutions in libraries,Recruitment of technical and/or analytical staff,Improved relationships with academic or technical partners,NA,NA,NA,NA,NA,NA,NA,NA,NA,I recommended the workshops to other colleagues and friends,I have promoted membership to the head of my institution,NA,I contributed to Carpentries workshops as a helper,NA,NA,NA,NA,University,NA,at least 5000 but fewer than 10000,NA,at least 20000,at least 100 but fewer than 250,NA,2021-06-15T11:10:43Z,2021-06-15,490b6c4846
n3kdzbpo3pfzv0iuy0n3kdzb9lha0fm1,As a representative of a member institution,We organise and host Carpentries workshops.,NA,We manage an institutional Carpentries membership.,NA,NA,NA,NA,Teaching and Learning,NA,NA,NA,NA,Research data management,NA,NA,Reference and user services,NA,NA,Library Carpentry,NA,Software Carpentry,NA,NA,NA,Have not attended a Carpentries Workshop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Weekly,NA,NA,NA,NA,NA,NA,NA,NA,"I haven't  attended as a participant, but only as a helper and an instructor. Doing this, and studying Carpentries materials have improved my practices in many of the above aspects though.",NA,NA,NA,NA,NA,NA,NA,Used Carpentry self-guided material,Used non-Carpentry self-guided material,Contributed as an instructor/helper to a Carpentry workshop,Participated in a short course or workshop (up to 4 days),NA,NA,I have joined The Carpentries community as an instructor,I recommended the workshops to other colleagues and friends,NA,I have organised workshops or sessions,I contributed to Carpentries workshops as a helper,NA,"The basics of creating documents with LaTeX would be good for many teaching librarians who meet students from technical and engineering subjects. Focus on document creation and how reference management works in this setting. For me personally, more content on metadata and more specific FAIR data practices would also be useful.",NA,The Carpentries provides a great framework for providing tools and instruction in subjects not traditionally covered by libraries but highly relevant to modern data practices.,University,NA,at least 2000 but fewer than 5000,NA,at least 10000 but fewer than 20000,at least 10 but fewer than 50,NA,2021-06-15T08:03:03Z,2021-06-15,2137bb395e
o9jcpog38t6pa6aud9ko4hpo9jcponbw,As an individual,We organise and host Carpentries workshops.,NA,NA,NA,NA,NA,NA,Teaching and Learning,NA,NA,NA,NA,NA,NA,NA,Reference and user services,NA,NA,Library Carpentry,Data Carpentry,Software Carpentry,NA,NA,NA,More than 1 year ago,Git,NA,OpenRefine,Python,R,NA,NA,NA,Unix Shell,NA,NA,NA,NA,NA,NA,NA,Less than once a year,5,3,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,Rethinking current approaches for data processing and management in my unit/department,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,different IDEs and their benefits,NA,NA,University,NA,at least 5000 but fewer than 10000,NA,at least 10000 but fewer than 20000,at least 50 but fewer than 100,NA,2021-06-14T21:00:59Z,2021-06-14,9b882b331c
8dd4qjje0g523rsgn8dd4qesi68yuzp5,As an individual,We organise and host Carpentries workshops.,NA,NA,NA,NA,NA,NA,NA,NA,"Scholarly communication, publishing services, open access",NA,NA,NA,NA,NA,Reference and user services,NA,NA,Library Carpentry,NA,Software Carpentry,NA,NA,NA,0-6 months ago,NA,NA,OpenRefine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I have suggested tools to others and explained how they work,NA,Monthly,4,3,2,3,4,2,3,1,NA,Stronger confidence in learning new technical skills,NA,Decision-making on technical solutions in libraries,NA,Improved relationships with academic or technical partners,Rethinking current approaches for data processing and management in my unit/department,NA,NA,NA,NA,Participated in a short course or workshop (up to 4 days),Participated in a semester-long course,NA,NA,I recommended the workshops to other colleagues and friends,NA,I have organised workshops or sessions,NA,NA,NA,NA,NA,University,NA,at least 2000 but fewer than 5000,NA,at least 20000,at least 50 but fewer than 100,NA,2021-06-14T19:57:30Z,2021-06-14,1f77448d6a
ifhdu92qff5lo9a11oifhdu9xzmcv2pn,As a representative of a member institution,We organise and host Carpentries workshops.,We contribute as instructors/helpers to workshops.,NA,NA,NA,NA,NA,Teaching and Learning,NA,NA,NA,NA,Research data management,NA,NA,NA,NA,NA,Library Carpentry,NA,Software Carpentry,NA,NA,NA,0-6 months ago,Git,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,My own work area(s),I have suggested tools to others and explained how they work,NA,Weekly,5,4,1,0,5,2,2,1,NA,Stronger confidence in learning new technical skills,Encouraging skills development of staff,NA,NA,Improved relationships with academic or technical partners,Rethinking current approaches for data processing and management in my unit/department,NA,Used Carpentry self-guided material,Used non-Carpentry self-guided material,Contributed as an instructor/helper to a Carpentry workshop,NA,NA,NA,I have joined The Carpentries community as an instructor,I recommended the workshops to other colleagues and friends,I have promoted membership to the head of my institution,I have organised workshops or sessions,I contributed to Carpentries workshops as a helper,NA,NA,NA,NA,University,NA,at least 2000 but fewer than 5000,NA,at least 5000 but fewer than 10000,at least 100 but fewer than 250,NA,2021-06-14T19:19:13Z,2021-06-14,b5553f0a00
8xf0kld6j7bf8xf0zxifo7qnmd971tak,As an individual,NA,NA,NA,NA,"We are not involved yet, but would like to learn more.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Have not attended a Carpentries Workshop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I recommended the workshops to other colleagues and friends,I have promoted membership to the head of my institution,NA,NA,NA,NA,"Since I'm adjunct and only advise informally, it would be nice to have some ways to connect carpentry speakers and other trainings for technologies like UX and HPC with our librarians.",NA,University,NA,at least 10000,NA,at least 20000,NA,"I occasionally run into researchers and IT people from my university at Carpentry events and others like those at XSEDE, SGCI and OSCER. It's a nice network but kind of slapdash. Would love to introduce more formal networking.",2021-06-14T19:06:31Z,2021-06-14,e6cf687c8c
rd3ybbmos5bktqrd3yaap1aeas95zhrs,As an individual,NA,NA,We manage an institutional Carpentries membership.,NA,NA,NA,NA,Teaching and Learning,NA,"Scholarly communication, publishing services, open access",NA,NA,NA,NA,NA,Reference and user services,NA,NA,Library Carpentry,NA,Software Carpentry,NA,NA,NA,More than 1 year ago,Git,NA,NA,NA,NA,Regular Expressions,Spreadsheets/tidy data,NA,NA,NA,I do not remember,NA,NA,NA,NA,NA,Several times per year,1,6,0,0,6,1,1,0,More command line but that's also because I use Linux on my personal computer now,Stronger confidence in learning new technical skills,Encouraging skills development of staff,NA,NA,Improved relationships with academic or technical partners,Rethinking current approaches for data processing and management in my unit/department,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I have organised workshops or sessions,NA,NA,Actual content relevant to library research and social science research in general instead of awkward ecology examples,NA,I do not feel I personally benefited. Also you spelled benefited wrong in the question.,University,NA,Fewer than 200,NA,less than 1000,less than 10,NA,2021-06-14T18:11:20Z,2021-06-14,e0566342b1
m9o3e25lqznjr4gm9o3iystm26bupnvi,As a representative of a member institution,We organise and host Carpentries workshops.,We contribute as instructors/helpers to workshops.,We manage an institutional Carpentries membership.,We coordinate a local Carpentries community.,NA,NA,NA,Teaching and Learning,NA,NA,NA,NA,Research data management,"Research and development, digital projects",NA,NA,NA,NA,NA,NA,Software Carpentry,NA,NA,NA,0-6 months ago,NA,NA,NA,Python,R,NA,NA,NA,NA,NA,NA,NA,In a new work area or project,NA,I have suggested tools to others and explained how they work,NA,Monthly,6,5,3,0,5,3,0,3,Wanting to continue to learn through the Carpentries,Stronger confidence in learning new technical skills,Encouraging skills development of staff,NA,Recruitment of technical and/or analytical staff,Improved relationships with academic or technical partners,Rethinking current approaches for data processing and management in my unit/department,NA,Used Carpentry self-guided material,NA,NA,NA,NA,NA,NA,I recommended the workshops to other colleagues and friends,NA,I have organised workshops or sessions,NA,NA,Courses on visualization,NA,NA,University,NA,at least 200 but fewer than 500,NA,at least 20000,at least 250 but fewer than 500,It's great being part of the Carpentries community!,2021-06-14T17:24:07Z,2021-06-14,9d4600b6d5
6b2vaehljtibuifkobbw2c6b2va7stl1,As a representative of a member institution,We organise and host Carpentries workshops.,NA,NA,NA,NA,NA,NA,Teaching and Learning,Collections management and acquisitions,NA,NA,NA,NA,NA,NA,Reference and user services,NA,NA,Library Carpentry,NA,NA,NA,NA,NA,More than 1 year ago,Git,NA,OpenRefine,NA,NA,NA,NA,NA,Unix Shell,NA,NA,NA,NA,My own work area(s),I have suggested tools to others and explained how they work,NA,Less than once a year,4,5,0,0,4,0,0,0,NA,Stronger confidence in learning new technical skills,NA,NA,NA,Improved relationships with academic or technical partners,Rethinking current approaches for data processing and management in my unit/department,NA,Used Carpentry self-guided material,NA,NA,NA,NA,NA,NA,I recommended the workshops to other colleagues and friends,NA,NA,NA,NA,NA,NA,NA,University,NA,at least 2000 but fewer than 5000,NA,at least 10000 but fewer than 20000,at least 50 but fewer than 100,NA,2021-06-14T16:45:09Z,2021-06-14,57c90db4c0
t5tfj0g59uhdeet5thspg6a1t94a1lhn,As an individual,We organise and host Carpentries workshops.,We contribute as instructors/helpers to workshops.,We manage an institutional Carpentries membership.,NA,NA,NA,NA,NA,NA,NA,NA,NA,Research data management,NA,NA,NA,NA,NA,NA,Data Carpentry,Software Carpentry,NA,NA,NA,0-6 months ago,Git,NA,OpenRefine,NA,R,NA,Spreadsheets/tidy data,NA,NA,NA,NA,NA,NA,NA,I have suggested tools to others and explained how they work,NA,Monthly,6,6,0,3,6,5,2,0,NA,Stronger confidence in learning new technical skills,NA,Decision-making on technical solutions in libraries,NA,Improved relationships with academic or technical partners,Rethinking current approaches for data processing and management in my unit/department,NA,Used Carpentry self-guided material,NA,NA,NA,NA,NA,I have joined The Carpentries community as an instructor,I recommended the workshops to other colleagues and friends,NA,NA,I contributed to Carpentries workshops as a helper,NA,NA,NA,NA,University,NA,at least 5000 but fewer than 10000,NA,at least 10000 but fewer than 20000,at least 10 but fewer than 50,NA,2021-06-14T16:29:01Z,2021-06-14,c9e517440f
npwttniysw1xx8pjtiytnpwtq2co4cfj,As an individual,We organise and host Carpentries workshops.,We contribute as instructors/helpers to workshops.,We manage an institutional Carpentries membership.,We coordinate a local Carpentries community.,NA,NA,NA,Teaching and Learning,Collections management and acquisitions,NA,NA,NA,NA,NA,NA,Reference and user services,NA,NA,Library Carpentry,Data Carpentry,Software Carpentry,NA,NA,NA,0-6 months ago,Git,NA,NA,Python,NA,NA,NA,NA,NA,NA,NA,NA,In a new work area or project,My own work area(s),I have suggested tools to others and explained how they work,NA,Weekly,3,2,4,1,2,5,5,2,NA,Stronger confidence in learning new technical skills,NA,NA,NA,Improved relationships with academic or technical partners,NA,NA,Used Carpentry self-guided material,Used non-Carpentry self-guided material,Contributed as an instructor/helper to a Carpentry workshop,Participated in a short course or workshop (up to 4 days),NA,NA,I have joined The Carpentries community as an instructor,I recommended the workshops to other colleagues and friends,NA,I have organised workshops or sessions,I contributed to Carpentries workshops as a helper,NA,I helped develop a new lesson using litsearchr to teach R in an evidence synthesis context (currently in pre-alpha stage). I'd be very interested in working with others to develop more Library Carpentries content related to the automation of systematic review tasks.,NA,"As a librarian at a member institution, I have had the opportunity to attend many Carpentries trainings as a student, helper and organizer. Through Carpentries I  gained confidence to take on research projects requiring coding, which has allowed me to vastly improve my skills in R and better support and communicate with faculty and students on our campus.",University,NA,at least 500 but fewer than 2000,NA,at least 10000 but fewer than 20000,at least 50 but fewer than 100,NA,2021-06-14T16:13:13Z,2021-06-14,28998972f7
kf1abx875zqe6r1qzhkf1abx4p5rs36d,As an individual,We organise and host Carpentries workshops.,We contribute as instructors/helpers to workshops.,NA,We coordinate a local Carpentries community.,NA,NA,NA,Teaching and Learning,NA,"Scholarly communication, publishing services, open access",NA,NA,NA,NA,NA,Reference and user services,NA,NA,Library Carpentry,Data Carpentry,Software Carpentry,NA,NA,NA,0-6 months ago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I do not remember,NA,In a new work area or project,My own work area(s),I have suggested tools to others and explained how they work,NA,Monthly,6,6,1,0,6,3,3,3,NA,Stronger confidence in learning new technical skills,Encouraging skills development of staff,Decision-making on technical solutions in libraries,Recruitment of technical and/or analytical staff,Improved relationships with academic or technical partners,NA,NA,Used Carpentry self-guided material,Used non-Carpentry self-guided material,Contributed as an instructor/helper to a Carpentry workshop,Participated in a short course or workshop (up to 4 days),NA,NA,I have joined The Carpentries community as an instructor,I recommended the workshops to other colleagues and friends,I have promoted membership to the head of my institution,I have organised workshops or sessions,I contributed to Carpentries workshops as a helper,NA,"The first lesson, the data management one, could probably use a lot of work. RegEx is a huge waste in my opinion. I personally think OpenRefine is hit and miss, but librarians love it so I guess keep it.",NA,NA,University,NA,at least 10000,NA,at least 10000 but fewer than 20000,at least 250 but fewer than 500,NA,2021-06-14T15:38:59Z,2021-06-14,8687718884
o5o0v9brpbdjw9491pblbo5o0v9oo4uq,As an individual,We organise and host Carpentries workshops.,We contribute as instructors/helpers to workshops.,NA,NA,NA,NA,NA,NA,Collections management and acquisitions,NA,NA,NA,NA,NA,"Metadata and data conversion, cataloging",NA,"Library IT, digital library services",NA,Library Carpentry,Data Carpentry,Software Carpentry,NA,NA,NA,0-6 months ago,NA,NA,NA,NA,NA,Regular Expressions,NA,NA,NA,NA,NA,NA,NA,My own work area(s),I have suggested tools to others and explained how they work,NA,Weekly,6,1,0,3,4,4,3,1,NA,NA,Encouraging skills development of staff,NA,NA,Improved relationships with academic or technical partners,Rethinking current approaches for data processing and management in my unit/department,NA,Used Carpentry self-guided material,Used non-Carpentry self-guided material,Contributed as an instructor/helper to a Carpentry workshop,NA,NA,NA,I have joined The Carpentries community as an instructor,I recommended the workshops to other colleagues and friends,NA,I have organised workshops or sessions,I contributed to Carpentries workshops as a helper,NA,"Something to overcome fear of coding in librarians who have never done it, or have failed at it before.",NA,NA,University,NA,at least 200 but fewer than 500,NA,at least 1000 but fewer than 5000,at least 10 but fewer than 50,NA,2021-06-14T15:23:20Z,2021-06-14,23f489f6d9
jb7jufxvr5fm77jb7j5fc936dup76blm,As an individual,We organise and host Carpentries workshops.,We contribute as instructors/helpers to workshops.,We manage an institutional Carpentries membership.,We coordinate a local Carpentries community.,NA,NA,NA,NA,NA,NA,NA,NA,Research data management,NA,NA,NA,NA,NA,Library Carpentry,Data Carpentry,Software Carpentry,NA,NA,NA,7-12 months ago,NA,NA,NA,Python,NA,Regular Expressions,Spreadsheets/tidy data,NA,Unix Shell,Web Scraping,NA,NA,In a new work area or project,My own work area(s),I have suggested tools to others and explained how they work,NA,Weekly,6,3,6,3,6,6,6,6,NA,NA,Encouraging skills development of staff,NA,Recruitment of technical and/or analytical staff,NA,Rethinking current approaches for data processing and management in my unit/department,NA,Used Carpentry self-guided material,Used non-Carpentry self-guided material,Contributed as an instructor/helper to a Carpentry workshop,Participated in a short course or workshop (up to 4 days),NA,NA,I have joined The Carpentries community as an instructor,I recommended the workshops to other colleagues and friends,I have promoted membership to the head of my institution,I have organised workshops or sessions,I contributed to Carpentries workshops as a helper,NA,Data curation and data sharing,NA,NA,University,NA,at least 10000,NA,at least 20000,at least 500,NA,2021-06-14T13:59:48Z,2021-06-14,e6dab9b24d
tqj44oblocxl9h5umn1tqj4tn8umbov3,As an individual,NA,We contribute as instructors/helpers to workshops.,NA,NA,NA,NA,NA,Teaching and Learning,NA,NA,NA,NA,Research data management,NA,NA,Reference and user services,NA,NA,Library Carpentry,Data Carpentry,Software Carpentry,NA,NA,NA,0-6 months ago,Git,NA,OpenRefine,Python,R,Regular Expressions,Spreadsheets/tidy data,NA,Unix Shell,NA,NA,NA,NA,My own work area(s),I have suggested tools to others and explained how they work,NA,Several times per year,3,4,0,2,6,3,4,3,"Mostly for training others, not using in my own work.",Stronger confidence in learning new technical skills,NA,Decision-making on technical solutions in libraries,NA,NA,Rethinking current approaches for data processing and management in my unit/department,NA,Used Carpentry self-guided material,Used non-Carpentry self-guided material,Contributed as an instructor/helper to a Carpentry workshop,NA,NA,NA,I have joined The Carpentries community as an instructor,I recommended the workshops to other colleagues and friends,I have promoted membership to the head of my institution,NA,I contributed to Carpentries workshops as a helper,NA,NA,NA,NA,University,NA,at least 10000,NA,at least 10000 but fewer than 20000,at least 10 but fewer than 50,NA,2021-06-14T13:53:00Z,2021-06-14,417a373b4b
